sku,name,brand,category,color,price_usd,list_price_usd,special_price_usd,price_php_original,list_price_php_original,currency,seller,image_url,product_url
47F6DAA40864B8GS,Textured Puff Sleeve Mini Dress,& Other Stories,Women > Clothing > Dresses > Summer Dresses,Black,102.77,102.77,,6295.0,6295.0,USD,ZALORA,https://dynamic.zacdn.com/ReRUKn5SPAhmLZG5ZcCngC-fJ_0=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/other-stories-5729-1481642-1.jpg,https://www.zalora.com.ph/p/other-stories-textured-puff-sleeve-mini-dress-black-2461841
44D4EAA4C9DBF0GS,Textured Shirt,Alacati,Women > Clothing > Tops > Shirts,Stone,10.0,28.01,10.0,553.0,1549.0,USD,ZALORA,https://dynamic.zacdn.com/i2ObG_HtkDeVVm5yr9r18Vz-AsI=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/alacati-3947-5881203-1.jpg,https://www.zalora.com.ph/p/alacati-textured-shirt-beige-3021885
49DA7AAC5E9A1FGS,Textured Suit Pants,Well Suited,Women > Clothing > Pants & Leggings > Straight Leg Pants,Black,36.57,45.71,36.57,2240.0,2800.0,USD,Well Suited,https://dynamic.zacdn.com/vfcL2g7lyK4rKBK7GAzqSyIxFhQ=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/well-suited-1925-1587833-1.jpg,https://www.zalora.com.ph/p/well-suited-textured-suit-pants-black-3387851
4ACCCAA6E3674DGS,Textured Trousers,KOTON,Women > Clothing > Pants & Leggings > Straight Leg Pants,Navy Blue,20.62,39.0,20.62,1263.0,2389.0,USD,ZALORA,https://dynamic.zacdn.com/XOSFe5p-YRgvDKaCvkIztbWQW08=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/koton-1364-1364773-1.jpg,https://www.zalora.com.ph/p/koton-textured-trousers-navy-3774631
37125AAB2348E8GS,Textured Turtleneck Knitwear Sweater,Avva,Men > Clothing > Knitwear & Cardigans > Knitwear,Mink,20.85,30.51,20.85,1277.0,1869.0,USD,ZALORA,https://dynamic.zacdn.com/jXgP9lm479WgowKOaSW5kXCDJJg=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/avva-0711-9156553-1.jpg,https://www.zalora.com.ph/p/avva-textured-turtleneck-knitwear-sweater-beige-3556519
85094AADF18B62GS,Textured dress,H&M,Women > Clothing > Dresses,Black Dark,34.12,53.71,34.12,2090.0,3290.0,USD,H&M Global,https://dynamic.zacdn.com/_eDBpiA-xIjD1K78XRB7-yEZ7jA=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/hm-1661-0609113-1.jpg,https://www.zalora.com.ph/p/hm-textured-dress-black-3119060
BAE65AA2B6335BGS,Textured jersey cycling shorts,H&M,Women > Clothing > Shorts,Grey Dark,10.0,10.0,,599.0,599.0,USD,H&M Global,https://dynamic.zacdn.com/3h8KuL612E9E3GMsp9aFyp5STJk=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/hm-9175-3291303-1.jpg,https://www.zalora.com.ph/p/hm-textured-jersey-cycling-shorts-grey-3031923
3AEADAAAC07D66GS,Textured strappy dress,H&M,Women > Clothing > Dresses,Black Dark,14.68,29.22,14.68,899.0,1790.0,USD,H&M Global,https://dynamic.zacdn.com/I9bzooztW8URZGgM8KAL4hzftM8=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/hm-3931-1394473-1.jpg,https://www.zalora.com.ph/p/hm-textured-strappy-dress-black-3744931
875C2AABBC5C8CGS,Thalassa Draped Midi Dress,Heather Clothing,Women > Clothing > Dresses > Maxi Dresses,Black,24.49,32.65,24.49,1500.0,2000.0,USD,Heather Clothing,https://dynamic.zacdn.com/bPMI2MoGFIGYjjq8mP6-jpZuBwY=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/heather-clothing-8886-4360263-1.jpg,https://www.zalora.com.ph/p/heather-clothing-thalassa-draped-midi-dress-black-3620634
DE322SHEFA0D96GS,The Dash Mens T-Toe Leather Sneakers,FITFLOP,Men > Shoes > Sneakers,BLACK/SAGE GREEN,114.19,114.19,,6995.0,6995.0,USD,FITFLOP PH,https://dynamic.zacdn.com/-0osCzUPaMQX0ZAkEvhZDtxfuR0=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/fitflop-7161-3485224-1.jpg,https://www.zalora.com.ph/p/fitflop-the-dash-mens-t-toe-leather-sneakers-multi-4225843
BBC77AA3372FC8GS,Thea Long Sleeve Dress,Vero Moda,Women > Clothing > Dresses > Maxi Dresses,Black,55.23,65.28,55.23,3383.0,3999.0,USD,ZALORA,https://dynamic.zacdn.com/8eiTHtfZsxuLOv75J289N1MJOKw=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/vero-moda-6890-1608253-1.jpg,https://www.zalora.com.ph/p/vero-moda-thea-long-sleeve-dress-black-3528061
05A36AA1C1DD0EGS,Thelma High Waist Wide Pants,ONLY,Women > Clothing > Pants & Leggings > Wide-legged Pants,Toasted Coconut,12.73,52.22,12.73,780.0,3199.0,USD,ZALORA,https://dynamic.zacdn.com/4JZS1hYTLhXf_xb7eurc9JNM-9Q=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/only-1476-1711173-1.jpg,https://www.zalora.com.ph/p/only-thelma-high-waist-wide-pants-brown-3711171
48964AAAA933E9GS,Thin Casual Short Sleeve Hoodies AC2317,Twenty Eight Shoes,Men > Clothing > Hoodies & Sweatshirts > Hoodies,Black,46.46,52.42,46.46,2846.0,3211.0,USD,TWENTY EIGHT SHOES LTD,https://dynamic.zacdn.com/1BZ9Vuqbp12FZQHizepD18Y27sQ=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/twenty-eight-shoes-2451-8618782-1.jpg,https://www.zalora.com.ph/p/twenty-eight-shoes-thin-casual-short-sleeve-hoodies-ac2317-black-2878168
B6B0AAA6A020A5GS,Thin Textured Cardigan TX-Y1790,HAPPY FRIDAYS,Men > Clothing > Knitwear & Cardigans > Cardigans,Black,41.45,68.99,41.45,2539.0,4226.0,USD,TWENTY EIGHT SHOES LTD,https://dynamic.zacdn.com/bh2cySfJqwRSTYuDdasQ_xOnVPY=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/happy-fridays-0952-3501063-1.jpg,https://www.zalora.com.ph/p/happy-fridays-thin-textured-cardigan-tx-y1790-black-3601053
F1804SHD300854GS,Tiana Espadrilles,THE LOUNGE EDIT,Women > Shoes > Flats > Espadrilles,Gold,42.93,42.93,,2630.0,2630.0,USD,RAISING LITTLE,https://dynamic.zacdn.com/OJmA9osk4ze3xH_CYh8pGJYPEQU=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/the-lounge-edit-1039-5890263-1.jpg,https://www.zalora.com.ph/p/the-lounge-edit-tiana-espadrilles-gold-3620985
A863DAA0C13F39GS,Tidal Treasure Jammers Swimwear For Men,ISLAND HAZE,Sports > Men's Sports > Clothing > Swimwear & Beachwear,Black,16.31,16.31,,999.0,999.0,USD,SunStreet,https://dynamic.zacdn.com/CMsxOj15ZL-rdpR5MXNqTNTE6L4=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/island-haze-4704-0299633-1.jpg,https://www.zalora.com.ph/p/island-haze-tidal-treasure-jammers-swimwear-for-men-black-3369920
BB67ESHB8C233CGS,Tides 2.0,Billabong,Men > Shoes > Sandals & Flip Flops > Flip Flops,Classic Blue/Jet Black,15.1,15.1,,925.0,925.0,USD,ZALORA,https://dynamic.zacdn.com/R7-p7119ltynajf-fV78ERXYg44=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/billabong-4928-5541824-1.jpg,https://www.zalora.com.ph/p/billabong-tides-2-0-gold-4281455
BDAE8SH42C374BGS,Tides 2.0 Print,Billabong,Men > Shoes > Sandals & Flip Flops > Flip Flops,Horizon Blue/Horizon Blue/Black,15.1,15.1,,925.0,925.0,USD,ZALORA,https://dynamic.zacdn.com/Ce2deCAZzLKzp10K2Tv3_D2fl8w=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/billabong-4930-8541824-1.jpg,https://www.zalora.com.ph/p/billabong-tides-2-0-print-gold-4281458
8A985AA808E59EGS,Tie-belt shirt dress,H&M,Women > Clothing > Dresses,Black Dark,27.59,37.38,27.59,1690.0,2290.0,USD,H&M Global,https://dynamic.zacdn.com/elotjNmKFx6EIIH62gxwMeqMzBU=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/hm-9452-4298113-1.jpg,https://www.zalora.com.ph/p/hm-tie-belt-shirt-dress-black-3118924
E4A4FAAB51215FGS,Tie-detail poplin dress,H&M,Women > Clothing > Dresses,White Light,16.31,16.31,,999.0,999.0,USD,H&M Global,https://dynamic.zacdn.com/dmat1r2C3smADz7viLIpUwuxakI=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/hm-9051-9030963-1.jpg,https://www.zalora.com.ph/p/hm-tie-detail-poplin-dress-white-3690309
4471EAA905512BGS,Tie-detail vest top,H&M,Women > Clothing > Tops,Grey Melange Dark,10.0,26.72,10.0,299.0,799.0,USD,H&M Global,https://dynamic.zacdn.com/Z_b_Wk4fY64ejWOhaUvAesRHjE0=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/hm-8361-2416573-1.jpg,https://www.zalora.com.ph/p/hm-tie-detail-vest-top-grey-3756142
BCB4DAA6F566B9GS,Tied Blouse Skirt Set,Trendyol,Women > Clothing > Tops > Blouses,Green,53.2,53.2,,3259.0,3259.0,USD,ZALORA,https://dynamic.zacdn.com/Uj8ujmEIesAucJC_spLr8gmURMM=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/trendyol-7841-1203603-1.jpg,https://www.zalora.com.ph/p/trendyol-tied-blouse-skirt-set-green-3063021
3A118AAE64F1C2GS,Tina Square Pants,Chictees,Women > Clothing > Pants & Leggings > Wide-legged Pants,brown,14.68,14.68,,899.0,899.0,USD,Chictees,https://dynamic.zacdn.com/-SpC9x-5cmHSEHpPwDeLh5gwiAo=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/chictees-2026-6095463-1.jpg,https://www.zalora.com.ph/p/chictees-tina-square-pants-brown-3645906
77329AAE3C57EDGS,Tina Square Pants,Chictees,Women > Clothing > Pants & Leggings > Wide-legged Pants,black,14.68,14.68,,899.0,899.0,USD,Chictees,https://dynamic.zacdn.com/KFBvo_5Ht6vPo985ArF6cs9wEt8=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/chictees-2006-7095463-1.jpg,https://www.zalora.com.ph/p/chictees-tina-square-pants-black-3645907
FD80ASH1F9FA9EGS,Tisha Heeled Sandals,ALDO,Women > Shoes > Heels > Mid Heels,White,53.87,79.91,53.87,3300.0,4895.0,USD,Aldo Philippines,https://dynamic.zacdn.com/UtZaNv7ZNyNjZkGXaQy5qvjjxgk=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/aldo-7721-5121124-1.jpg,https://www.zalora.com.ph/p/aldo-tisha-heeled-sandals-white-4211215
AD805SHC8FFED3GS,Tobacco Shoes,ADIDAS,Sports > Men's Sports > Footwear > Sneakers,Brown,105.23,111.01,105.23,6446.0,6800.0,USD,adidas Philippines,https://dynamic.zacdn.com/2NkzwP9PJT6tQoMRwRZLBbrWK_M=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/adidas-2051-8184904-1.jpg,https://www.zalora.com.ph/p/adidas-tobacco-shoes-multi-4094818
6E5BFAA791BE0DGS,Tobi Midi Dress,BWLDR,Women > Clothing > Dresses,White,94.67,94.67,,5799.0,5799.0,USD,Australian Brands Alliance,https://dynamic.zacdn.com/dKPP-abaAV6nJYRBcUn_ffCbJ_c=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/bwldr-8181-5481862-1.jpg,https://www.zalora.com.ph/p/bwldr-tobi-midi-dress-white-2681845
DE5C1SHC3364FFGS,Toddy Sneakers,ALDO,Men > Shoes > Sneakers,Black/Black,86.47,97.44,86.47,5297.0,5969.0,USD,ZALORA,https://dynamic.zacdn.com/GA2emOC8eYsJS1CZ7RY9yaV_Dco=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/aldo-4893-6698004-1.jpg,https://www.zalora.com.ph/p/aldo-toddy-sneakers-black-4008966
C143FSH534CEEEGS,Tokyo Shoes,ADIDAS,Women > Sports > Footwear > Lifestyle,Wonder Silver/Core Black/Gum 3,89.79,89.79,,5500.0,5500.0,USD,ZALORA,https://dynamic.zacdn.com/cVhLTO4hZxpbxLoo7DAv4MeHKNQ=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/adidas-5101-1649483-1.jpg,https://www.zalora.com.ph/p/adidas-tokyo-shoes-grey-3849461
4E038SH0AD5937GS,Top Flip Flops,Havaianas,Women > Shoes > Flip-Flops,Green,16.31,16.31,,999.0,999.0,USD,Havaianas Philippines,https://dynamic.zacdn.com/LXl1_1hJqBsdr_t_Bq2h_-lV1v0=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/havaianas-8005-4234573-1.jpg,https://www.zalora.com.ph/p/havaianas-top-flip-flops-green-3754324
633C8SH9B48FE2GS,Top Logomania II Flip Flops,Havaianas,Men > Shoes > Sandals & Flip Flops > Flip Flops,Brilliant Blue,22.84,22.84,,1399.0,1399.0,USD,Havaianas Philippines,https://dynamic.zacdn.com/81rkY-9_gk4-RAbFewCEjH8HUcw=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/havaianas-4434-9247234-1.jpg,https://www.zalora.com.ph/p/havaianas-top-logomania-ii-flip-flops-blue-4327429
00E1FAAC133A89GS,Top and Bottom Tracksuit Set,KOTON,Women > Clothing > Pants & Leggings > Straight Leg Pants,Black,65.01,68.55,65.01,3982.0,4199.0,USD,ZALORA,https://dynamic.zacdn.com/gkLbEFCXHZBuRFz5g8g_ta6Cqq4=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/koton-9618-5384773-1.jpg,https://www.zalora.com.ph/p/koton-top-and-bottom-tracksuit-set-multi-3774835
C35ECSHAFE8DA7GS,Trabuco Sneakers,Call It Spring,Men > Shoes > Sneakers,Black,27.62,58.69,27.62,1692.0,3595.0,USD,ZALORA,https://dynamic.zacdn.com/p422nCpjT9sL-0mr56mg6gHh_gs=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/call-it-spring-3444-0869814-1.jpg,https://www.zalora.com.ph/p/call-it-spring-trabuco-sneakers-black-4189680
651CASHB8C53DFGS,Trail Bound Women's Performance Shoes,World Balance,Women > Shoes > Sports Shoes,White Teal,26.92,35.9,26.92,1649.25,2199.0,USD,CHG GLOBAL Inc.,https://dynamic.zacdn.com/KdNkicYEfqWrw-ntd74TlWsoTjI=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/world-balance-1468-8221683-1.jpg,https://www.zalora.com.ph/p/world-balance-trail-bound-women-s-performance-shoes-white-3861228
673CCSH9B99891GS,Trail Wave Women's Performance Trail Sandals,World Balance,Women > Sports > Footwear > Sandals & Flip-flops,Beige,23.25,31.0,23.25,1424.25,1899.0,USD,CHG GLOBAL Inc.,https://dynamic.zacdn.com/lZjMe15eHIkeEtgA6Xax38jfEqE=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/world-balance-4241-6545583-1.jpg,https://www.zalora.com.ph/p/world-balance-trail-wave-women-s-performance-trail-sandals-beige-3855456
B8BD3SH135785FGS,Trainer-style mules,H&M,Women > Shoes > Sneakers,Beige Medium Dusty,29.22,29.22,,1790.0,1790.0,USD,H&M Global,https://dynamic.zacdn.com/WtCDOVXjJO7nVpL6Y_nVWquDx5M=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/hm-2708-4277024-1.jpg,https://www.zalora.com.ph/p/hm-trainer-style-mules-beige-4207724
35107SH594694BGS,Trainers,H&M,Women > Shoes > Sneakers,Brown Dark,40.65,40.65,,2490.0,2490.0,USD,H&M Global,https://dynamic.zacdn.com/3aVgCepVQkpLlTa_P2_Fu8OVun4=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/hm-4851-1524473-1.jpg,https://www.zalora.com.ph/p/hm-trainers-brown-3744251
65B37SHB1C7B2DGS,Trainers,H&M,Women > Shoes > Sneakers,Grey Dark,29.22,29.22,,1790.0,1790.0,USD,H&M Global,https://dynamic.zacdn.com/oCPIYBSBCGQifFYxq0AhEkuiKTg=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/hm-7982-8022524-1.jpg,https://www.zalora.com.ph/p/hm-trainers-grey-4252208
87CDFSHB9BA693GS,Trainers,H&M,Women > Shoes > Sneakers,Black Dark,32.49,32.49,,1990.0,1990.0,USD,H&M Global,https://dynamic.zacdn.com/G6XB3ZrHvEkJoNpYz-zBVo8rVjQ=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/hm-2262-8393893-1.jpg,https://www.zalora.com.ph/p/hm-trainers-black-3983938
C4915SH7981534GS,Transport 2 Men's Running - Archival Taupe/Archival Taupe,HOKA,Men > Sports > Footwear > Running Shoes,Brown,171.33,171.33,,10495.0,10495.0,USD,Hoka Official Store,https://dynamic.zacdn.com/Bd3wfIAa0tIPaDtohVFm0j4mOPw=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/hoka-7687-1687134-1.jpg,https://www.zalora.com.ph/p/hoka-transport-2-men-s-running-archival-taupe-archival-taupe-brown-4317861
8FCECSHB5B7E6BGS,Transport 2 Wide Men's Running - Archival Taupe/Archival Taupe,HOKA,Men > Sports > Footwear > Running Shoes,Brown,171.33,171.33,,10495.0,10495.0,USD,Hoka Official Store,https://dynamic.zacdn.com/VglO-4UZSJKsNPw6aFP5Ja5slhY=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/hoka-7798-8787134-1.jpg,https://www.zalora.com.ph/p/hoka-transport-2-wide-men-s-running-archival-taupe-archival-taupe-brown-4317878
9A3E3SHDD06F4BGS,Trase Sd,DC,Men > Shoes > Sneakers,Dark Grey/Gum,53.06,53.06,,3250.0,3250.0,USD,ZALORA,https://dynamic.zacdn.com/2NGZsoqUVsXfAd0vj-Ah_rQp5GM=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/dc-9698-0972324-1.jpg,https://www.zalora.com.ph/p/dc-trase-sd-grey-4232790
B85CFSH5D08CABGS,Travel Oasis,Quiksilver,Men > Shoes > Sandals & Flip Flops > Flip Flops,Black,22.56,36.0,22.56,1382.0,2205.0,USD,ZALORA,https://dynamic.zacdn.com/yudwrafSGKW4_PC65U3pwTN3oro=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/quiksilver-2536-8835604-1.jpg,https://www.zalora.com.ph/p/quiksilver-travel-oasis-black-4065388
C9482SH6022704GS,Travis Black Boots,Bristol Shoes,Men > Shoes > Boots,Black,84.24,112.32,84.24,5160.0,6880.0,USD,Bristol Shoes,https://dynamic.zacdn.com/Swjzs_t3vtg6bcw_wMr4izW-YGE=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/bristol-shoes-7984-9060004-1.jpg,https://www.zalora.com.ph/p/bristol-shoes-travis-black-boots-black-4000609
D1517AA68392D7GS,Trefoil Essentials Fleece Shorts,ADIDAS,Sports > Men's Sports > Clothing > Shorts,Black,39.18,39.18,,2400.0,2400.0,USD,ZALORA,https://dynamic.zacdn.com/e8XVAq8yNiIfqiuHfFVUuZvtI10=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/adidas-0371-2484643-1.jpg,https://www.zalora.com.ph/p/adidas-trefoil-essentials-fleece-shorts-black-3464842
EC76EAA3581059GS,Trefoil Essentials French Terry Pants,ADIDAS,Sports > Men's Sports > Clothing > Pants,Black,60.37,63.67,60.37,3698.0,3900.0,USD,ZALORA,https://dynamic.zacdn.com/zhmIHyjo3SbZCbDFE7n_31shbLM=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/adidas-9448-4541573-1.jpg,https://www.zalora.com.ph/p/adidas-trefoil-essentials-french-terry-pants-black-3751454
EBD34SH26C1AC5GS,Triple Up Slip-ons,Keds,Women > Shoes > Slip-Ons,Pink,84.81,84.81,,5195.0,5195.0,USD,ZALORA,https://dynamic.zacdn.com/eBp_37SJ4sj1a_pL0DQ4McPhN4I=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/keds-3270-9422653-1.jpg,https://www.zalora.com.ph/p/keds-triple-up-slip-ons-pink-3562249
8DFB3SH30B25FDGS,Trippin Dippin Thong,Billabong,Women > Shoes > Flip-Flops,Tidal Blue,12.78,17.97,12.78,783.0,1101.0,USD,ZALORA,https://dynamic.zacdn.com/LfHeu-H7CBAO4Can25f69qR89hY=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/billabong-9250-6275604-1.jpg,https://www.zalora.com.ph/p/billabong-trippin-dippin-thong-blue-4065726
D7C2DAA6EB0AC7GS,Trista Corset Mini Dress With Draped Cascading Mesh Details,Heather Clothing,Women > Clothing > Dresses > Party Dresses,Black,53.87,53.87,,3300.0,3300.0,USD,Heather Clothing,https://dynamic.zacdn.com/As2gG8eY19KPihacxYx0bdZ0G2A=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/heather-clothing-6013-3904713-1.jpg,https://www.zalora.com.ph/p/heather-clothing-trista-corset-mini-dress-with-draped-cascading-mesh-details-black-3174093
B7357AAF200F32GS,Trixie High-Waist Straight Fit Slacks,BADOMODA,Women > Clothing > Pants & Leggings > Straight Leg Pants,Pink,14.53,26.04,14.53,890.0,1595.0,USD,badomoda,https://dynamic.zacdn.com/1Ex5LKf6BEXLOXkkaFyDDMZ85_w=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/badomoda-9132-4301172-1.jpg,https://www.zalora.com.ph/p/badomoda-trixie-high-waist-straight-fit-slacks-pink-2711034
0CAF1SHB30328DGS,Tropicall Wedges,Call It Spring,Women > Shoes > Wedges > Open Toes Wedges,Yellow Multi,52.4,57.06,52.4,3210.0,3495.0,USD,ZALORA,https://dynamic.zacdn.com/Aj6weEzuW9ZH3sb1IHXLILK5z4g=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/call-it-spring-9137-3481024-1.jpg,https://www.zalora.com.ph/p/call-it-spring-tropicall-wedges-multi-4201843
C5982AA723AF7EGS,Troyes Loungewear Shorts Set,RAISING LITTLE,Women > Clothing > Lingerie & Loungewear > Loungewear,White,21.22,21.22,,1300.0,1300.0,USD,RAISING LITTLE,https://dynamic.zacdn.com/naJLzqfpQJ2gp0GfhsvV68o_myw=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/raising-little-9209-7122071-1.jpg,https://www.zalora.com.ph/p/raising-little-troyes-loungewear-shorts-set-white-1702217
59DB1AA634AA9EGS,Turndown Collar Print Summer Shirt,KOTON,Men > Clothing > Shirts > Short Sleeve,Green Pattern,10.0,28.0,10.0,600.0,1679.0,USD,ZALORA,https://dynamic.zacdn.com/Y_uPYly1VlJg993O9u0tPjJht5Q=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/koton-2958-0664143-1.jpg,https://www.zalora.com.ph/p/koton-turndown-collar-print-summer-shirt-green-3414660
76CB9AA4A54A5EGS,Turtleneck Knitwear Blouse,Bianco Lucci,Women > Clothing > Tops > Blouses,Black,10.0,18.53,10.0,593.0,1099.0,USD,ZALORA,https://dynamic.zacdn.com/Ix4v3onPRQTN6PK8LczxyuFEE98=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/bianco-lucci-8883-5087253-1.jpg,https://www.zalora.com.ph/p/bianco-lucci-turtleneck-knitwear-blouse-black-3527805
80E15AAFCB4FA4GS,Tweed Asymmetric Skirt,iROO,Women > Clothing > Skirts,multi,90.65,90.65,,5553.0,5553.0,USD,iROO Official,https://dynamic.zacdn.com/_wCo4_C4e_nt9ZzKcDLc2e5ckck=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/iroo-8452-6587863-1.jpg,https://www.zalora.com.ph/p/iroo-tweed-asymmetric-skirt-multi-3687856
3EA0AAA4474BF4GS,Tweed Flare Mini Dress,AIR SPACE,Women > Clothing > Dresses > Mini Dresses,Aqua Blue,19.59,34.27,19.59,1200.0,2099.0,USD,ZALORA,https://dynamic.zacdn.com/V3hdgKuGX98tnTC6YhrQ1kt--Nc=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/air-space-8050-4507673-1.jpg,https://www.zalora.com.ph/p/air-space-tweed-flare-mini-dress-blue-3767054
A5C1DAAF374901GS,Tweed Jacket With Pearl Buttons,Mango,Women > Clothing > Jackets & Coats,Green,107.66,107.66,,6595.0,6595.0,USD,ZALORA,https://dynamic.zacdn.com/e8dfhL5S2vYPRSSsKtBbadmY29A=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/mango-7444-7702182-1.jpg,https://www.zalora.com.ph/p/mango-tweed-jacket-with-pearl-buttons-green-2812077
FDACAAA07D86E8GS,Twill cargo trousers,H&M,Women > Clothing > Pants & Leggings,Khaki green Medium Dusty,21.06,32.49,21.06,1290.0,1990.0,USD,H&M Global,https://dynamic.zacdn.com/ZeGiseQwLGZI57cwS_TEWyoOclc=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/hm-5072-6308623-1.jpg,https://www.zalora.com.ph/p/hm-twill-cargo-trousers-3268036
AF5BDAA848F3BAGS,Twill shacket,H&M,Women > Clothing > Jackets & Coats,White Light,37.38,45.55,37.38,2290.0,2790.0,USD,H&M Global,https://dynamic.zacdn.com/xLBW0E6vtVhwbNJGylN46nUH9o4=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/hm-7057-7719863-1.jpg,https://www.zalora.com.ph/p/hm-twill-shacket-white-3689177
82F2CAA10BB083GS,Twist Neckline Jersey Mini Dress,Style State,Women > Clothing > Dresses > Mini Dresses,Black,19.98,57.12,19.98,1224.0,3499.0,USD,ZALORA,https://dynamic.zacdn.com/rdiHAqkSSrZXoMwuFpgSkTIEfyA=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/style-state-2650-5681273-1.jpg,https://www.zalora.com.ph/p/style-state-twist-neckline-jersey-mini-dress-black-3721865
37941SHC51E424GS,Two Strap Leather Slide Flats,CARMELLETES,Women > Shoes > Sandals > Flat Sandals,WHITE,29.38,29.38,,1799.75,1799.75,USD,Carmelletes,https://dynamic.zacdn.com/CkdMt3DwKp4sYsU8Ua04vQqdXaM=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/carmelletes-2479-9530253-1.jpg,https://www.zalora.com.ph/p/carmelletes-two-strap-leather-slide-flats-white-3520359
79BA9SH49E492FGS,Tywyn Ankle Boots,ALDO,Women > Shoes > Boots > Heeled Boots,Medium Brown,120.02,143.58,120.02,7352.0,8795.0,USD,ZALORA,https://dynamic.zacdn.com/tmwC8QdvJ7ntjmfW0pXOSlbbxK8=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/aldo-9767-8315134-1.jpg,https://www.zalora.com.ph/p/aldo-tywyn-ankle-boots-brown-4315138
7D73BSHE238F8DGS,U-shaped Toe Cap Cow Suede Loafers CQ2501249,Twenty Eight Shoes,Men > Shoes > Loafers & Boat Shoes,Coffee,116.63,145.78,116.63,7144.0,8930.0,USD,TWENTY EIGHT SHOES LTD,https://dynamic.zacdn.com/yjbVTwGPreKlUGAoEQ0lKpDGLhI=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/twenty-eight-shoes-8466-3304714-1.jpg,https://www.zalora.com.ph/p/twenty-eight-shoes-u-shaped-toe-cap-cow-suede-loafers-cq2501249-n-a-4174033
